"","nLABO","GRID","DoY","HEIGHT","night_hrs","nUwind","nVwind","nWNDsp_mean","nPRES","nPresChange","nRH","nCloud","nTotRain","nMoon"
"6862",0,"45",297,45,12.3108333333333,1.04541983333333,-0.19241775,1.33479574262651,97963.3333333333,-259,74.9168583333333,0,0,77.6990249388442
"7775",0,"51",280,65,11.5844444444444,2.988542,-3.85180333333333,4.99202242317373,98392.2583333333,-1060,90.6084333333333,50.4166416666667,6.12,0
"8245",0,"51",312,85,12.9163888888889,1.33531153846154,-1.27779030769231,2.69823338517161,98915.2538461538,-500,85.8404692307692,45.6926,0,5.23956190847617
"9605",0,"55",271,85,11.1908333333333,0.524563636363636,-2.29044181818182,3.9037611900291,97717.7272727273,-538,79.8182818181818,69.9997181818182,18,29.5227766573333
"5680",0,"42",207,105,8.36666666666667,-1.76359,0.922181,2.0406590362784,96767.25,-18,89.625,74.4998875,0,17.9056090652267
"7128",0,"45",143,85,8.23694444444445,-3.86107125,0.225230375,4.06016394340024,97009.75,371,95.750075,100,4.77,0
"8324",0,"52",201,65,8.16722222222222,1.031040625,-0.776093625,1.33231135369879,97346.625,-114,86.75005,3.5,0,5.04059500275028
"2211",0,"24",148,85,8.07055555555556,1.158398,0.582636125,2.29985617555991,95651,-172,93.0000375,85.000725,20.79,7.35309646723468
"1492",0,"22",277,65,11.4480555555556,-3.71739,5.14345166666667,6.39956436297484,95640.1583333333,200,73.04705,35.8333333333333,16.2,0.729550786141378
"886",0,"21",223,45,8.97333333333333,0.650141222222222,-0.348393833333333,0.945278553639599,97125.3333333333,-72,84.6667333333333,8.22222222222222,0,0.940809321130425
"9092",0,"54",176,45,7.75611111111111,-1.69223875,4.00881625,4.37009441288115,97470.5,20,78.3750375,20.25,9.18,41.896393731829
"5581",0,"42",108,105,9.55861111111111,-0.0469977777777778,1.10501888888889,1.6493120934662,96449.6666666667,155,94.6667888888889,79.1110666666667,0,0
"9656",0,"55",126,85,8.84805555555556,-0.25909799,1.24798533333333,1.33973246340027,97931.3333333333,55,65.4445444444444,0,0,0
"8893",0,"54",214,45,8.66611111111111,-1.22979457142857,-1.01123228571429,1.67449082076099,97407.8571428571,-265,85.1429857142857,8.28571428571429,0,82.3254594838491
"1748",0,"23",206,45,8.34611111111111,-0.133966671428571,-0.837074714285714,0.97690007775155,96316.5714285714,-117,84.4287714285714,57.4285714285714,0,25.0070333570955
"9049",0,"54",133,45,8.54888888888889,0.421979375,0.953019875,1.22915396538101,98102,175,77.250075,0,0,27.7307432949417
"3031",0,"31",162,105,7.71555555555556,0.293582,-4.90053125,4.93293819153387,96161.875,-140,92.000125,100,0,0
"7246",0,"45",261,85,10.7386111111111,0.6545539,-2.165622,2.29856295433463,97358.6,-343,91.80007,18.6,0,5.37407319401508
"5632",0,"42",159,105,7.78527777777778,0.98839875,-0.1670411,1.20389508018849,96764.125,39,69.000125,0,0,26.6959920920633
"1242",0,"22",233,65,9.42888888888889,-0.9778986,4.44101,4.5940487144177,96153.3,11,84.60007,57.80005,0.045,15.6991334195986
"9280",0,"55",284,65,11.7638888888889,2.09457366666667,-1.20602766666667,4.04321655316028,96875,-874,48.2500833333333,10.6666666666667,0,0
"1656",0,"23",112,45,9.40194444444444,1.455316,-2.72478,3.14177878255738,96178.6,-281,85.30005,12.20002,0,87.6966525518804
"4457",0,"34",173,65,7.75388888888889,0.8816835,3.92587125,4.06539954339489,96372.5,348,48.1251125,11.25,0,85.889012065302
"6652",4,"44",142,105,8.24638888888889,-2.5247975,2.41460625,3.5095959564569,97738.125,138,65.2500625,20.25,0.09,79.5051045819385
"3356",0,"32",105,45,9.69888888888889,-0.983491111111111,1.62056022222222,2.30829707091405,97133.5555555556,-51,74.6667444444444,89.7777888888889,0,0.55800824166983
"6952",0,"45",139,45,8.36972222222222,-0.14979675,1.6694765,1.82491103698589,97545.375,86,77.12525,9.25,0,85.1215650539411
"1337",0,"22",84,65,10.6988888888889,-0.1137785,0.3864613,1.21143418716754,96504.6,262,67.40018,0,0,87.1614265804128
"2825",0,"31",154,65,7.85,0.928356,3.26992875,3.42622184223241,96620.5,34,54.50015,1.75,0,0
"3460",6,"32",219,45,8.82722222222222,-0.6217444,2.49072514285714,2.99330531474066,96578.1428571429,80,82.7144428571429,81.1429714285714,28.98,1.91674318999011
"6238",112,"43",175,45,7.73083333333333,-0.92851944875,-0.0689926875,1.20074522266146,97322.875,169,81.75005,3.5,0,60.7532359508485
"5998",104,"43",129,45,8.67555555555556,-4.19602375,1.7536539075,4.6235884191876,96777.75,268,85.1250875,91.5003,9.45,0
"9566",0,"55",232,85,9.43444444444444,-0.551710752,2.276463,2.3707535182428,97685.3,-217,77.60015,15,0.18,7.41340581194583
"2241",0,"24",225,85,9.09861111111111,1.23585477777778,-1.31979177777778,1.82660446234896,96554.4444444444,-9,86.1111666666667,0,0,40.4656398122739
"1207",0,"22",198,65,8.08277777777778,0.336423375,-0.47718375,3.18763107629198,96029.375,-438,78.2500875,96.4995875,1.44,0
"4823",0,"41",244,65,9.90583333333333,0.46683614,-1.3304111,1.43619029870095,97551.04,-85.7000000000116,87.822,0,0,0
"708",0,"14",224,85,9.05638888888889,-0.780488,-2.08339755555556,2.84972413489362,95661.7777777778,-94,93.7778111111111,67.1108444444444,6.39,9.93763078497709
"5300",0,"42",233,65,9.42833333333333,-1.3653983,4.79101,5.0215420126655,96666.4,-11,84.30007,48.59992,0,17.769460225578
"8543",0,"52",239,65,9.6875,-0.869456,0.189396,1.10112506408641,97526.61,210,94.28507,99.00017,0.36,0
"8320",0,"52",197,65,8.05111111111111,-0.68584175,0.7314981875,1.20099787398143,96637.875,-98,86.8751125,3.75,0,0
"2458",0,"25",259,65,10.6472222222222,-0.1567409,5.44076,5.56882252402801,96219.4,196,72.80013,3.6,0,1.27457028348868
"6958",0,"45",145,45,8.18666666666667,-1.266047625,3.24836925,3.88108273281195,96596.5,122,81.5001,98.5001875,28.08,0.0000332758544655503
"9168",0,"54",252,45,10.3063888888889,-0.9660906,2.37767,2.59754926733034,97290.83,18.7000000000116,94.07796,70.2006,0,10.4201950507871
"5365",0,"42",298,65,12.3744444444444,-1.01149391666667,2.31346916666667,2.53446119009362,97913.6666666667,-8,62.8334083333333,6.16666666666667,0,83.9287011890504
"525",0,"14",284,85,11.7686111111111,2.34457325,-1.8726945,3.69521938396077,95318.9166666667,-1163,45.7500833333333,12,0,0
"8006",0,"51",297,85,12.3386111111111,0.5245865,0.182581991666667,1.13372958641172,98756.0833333333,-337,80.0001916666667,0,0,77.6990249388442
"899",0,"21",83,45,10.7413888888889,-0.0499386,-10.013154,10.1443938634298,95658.1,-720,90.90022,89.20053,15.2100072,10.707908970936
"3545",0,"32",306,45,12.6922222222222,-0.515305269230769,2.40700307692308,2.52102173372215,96666.6153846154,-123,65.3077538461538,0,0,28.1649948793193
"8254",0,"52",107,65,9.60305555555555,-0.694268466666667,-0.171854,1.2681585844527,97393.1111111111,168,73.8892888888889,84.6672777777778,1.17,0
"2096",0,"24",278,85,11.5033333333333,0.421355833333333,0.293616485666667,0.920550893221636,97068.1666666667,35,90.6668166666667,56.500325,0,7.90901941801617
"9230",0,"54",314,45,12.9555555555556,0.589488230769231,2.43857923076923,2.51283357961616,98545.5461538462,385.700000000012,69.3247615384615,0,0,52.5500842362427
"2790",0,"31",119,65,9.05861111111111,0.667873555555556,-1.81815233333333,1.99041599739592,97061.6666666667,-42,88.7777888888889,100,0.18,0
"7926",0,"51",217,85,8.72694444444445,-0.466027842857143,0.975624142857143,1.1992426264668,97689,120,94.0000857142857,33.4285714285714,0,31.4721263156427
"3329",0,"31",302,105,12.535,0.235821769230769,0.107562464615385,1.2164627447117,96455.8615384615,-190,73.9454538461538,25.2307692307692,0,0.103401561863802
"6300",0,"43",242,45,9.84083333333333,-1.26479048,0.0493931,1.96502805964262,97827.77,-4.30000000000291,95.48083,57.500491,6.48,0.0395220068636156
"6176",0,"43",90,45,10.4236111111111,1.7067403,-4.215279,4.60877118945311,95731.7,-5,91.30008,86.2,2.16,0
"4614",0,"41",253,65,10.3405555555556,-0.098715711,-2.756472,2.83983945009501,97200.4,-507,84.30014,16.60001,0,0.282725824714832
"3539",0,"32",300,45,12.455,2.35036638461538,-2.71503569230769,4.22227784691773,96278.4615384615,95,87.3847538461538,83.8463153846154,0,15.9667672163543
"3467",0,"32",228,45,9.20888888888889,0.1959105,0.5859083,1.90501072372408,97043,-153,88.09981,93.0001,32.4,0
"6986",0,"45",173,45,7.785,0.662933375,3.76962125,3.87630202040843,96283.125,269,48.5001125,8.25,0,88.7924937400852
"6976",0,"45",163,45,7.83138888888889,-0.275350125,2.93452875,2.96248995354767,97113.875,-84,64.7500875,30.25,0,19.4622518629367
"2217",0,"24",154,85,7.93166666666667,0.959606625,2.97305375,3.13517322913113,96522.625,57,56.87515,2.5,0,0
"4891",0,"41",312,65,12.9205555555556,1.46511915384615,-1.64798246153846,3.07932111644258,97892.1769230769,-500,86.6097,45.9233846153846,0,4.3616057507512
"1946",0,"24",115,85,9.27222222222222,-3.62531,-1.483863,3.92119344773409,96221.2,-318,83.50012,89.39984,0,0.211304879520124
"4973",0,"41",191,105,7.87333333333333,-1.77562,2.1761175,2.84937126761142,96828.875,124,88.1251125,66.2503375,10.62,0
"4762",0,"41",179,65,7.68388888888889,-0.0828391175,-1.9463775,1.98437194300962,97549.375,-164,76.000125,5.5,0,18.9440435713251
"5751",0,"42",280,105,11.595,0.385851416666667,2.56825166666667,2.70322624022174,97201.6666666667,302,72.1668,58.8333583333333,0,4.10761943694302
"3388",0,"32",145,45,8.1,-0.991578,1.832063875,2.18588403687001,96308.25,-41,89.3751,97.250625,0.135,1.09379571968718
"8860",0,"54",181,45,7.79722222222222,-1.392797125,0.616989125,2.04439810351076,97397.625,364,89.875,51.2500875,3.6,48.1976281636579
"5685",0,"42",212,105,8.54833333333333,0.821644285714286,-0.964005142857143,1.29548186933065,97420.1428571429,-95,91.7141857142857,7.71432857142857,0,91.469427768094
"9142",0,"54",226,45,9.14166666666667,1.0377478,-0.38636902,1.28555276983375,97868.9,-376,82.50011,12.80003,0,42.0144683514697
"7904",0,"51",195,85,7.97944444444444,-1.136655375,0.107838,1.16260274109913,97573,-226,82.3750625,71.2500625,0.9,0
"7502",0,"45",306,85,12.6527777777778,-3.25686076923077,-2.63166461538462,4.195578691541,97042.8076923077,-234.399999999994,54.4141153846154,69.3081461538462,3.24,0.446548609682188
"1222",0,"22",213,65,8.58722222222222,0.338689571428571,1.189118,1.52047249061156,96334.4285714286,287,87.0001,8.85715714285714,0,87.2406602934094
"3245",0,"31",215,105,8.63194444444444,-0.2986603125,0.19087125,0.836844622764713,96889.25,-67,90.50005,10,0,0
"4639",0,"41",278,65,11.5058333333333,0.442188683333333,0.793616583333333,0.985837624992836,97383.5,46,86.1668166666667,65.1670333333333,0,4.76131673522297
"2154",0,"24",91,85,10.3819444444444,6.769552,-3.980724,7.91154497138641,95940.7,-458,77.89999,67.59977,0.72,7.62405491082124
"9100",0,"54",184,45,7.83111111111111,-3.79621375,0.14524975,3.84339520014941,97720.125,149,90.5001,99.2501,0,0
"53",0,"12",164,85,7.73833333333333,-0.83594075,0.84267625,1.26844354688567,95962.5,-32,91.500175,19.25,0,0.0761930220586793
"2090",0,"24",272,85,11.2336111111111,-0.655729236363636,-1.45239009090909,1.70735550720963,97143.2727272727,-224,69.8185636363636,2.54545454545455,0,82.6964732193366
"9725",0,"55",262,85,10.7725,-0.903872727272727,2.14699909090909,2.33510003184549,97778.2636363636,-100,87.2979181818182,0,0,83.7363716047373
"3246",0,"31",216,105,8.67166666666667,-1.926995,2.65318625,3.34260394242124,96269.375,229,90.499825,0.25,0,0
"6982",0,"45",169,45,7.78972222222222,-2.538399625,-1.6122695,4.12796083669419,97351.75,-344,74.6251375,86.7503,1.08,12.0538529299716
"9381",0,"55",256,65,10.5002777777778,0.724362,-2.864876,3.14811307828878,98029.35,-430,91.99314,77.80042,43.92,18.0062619622475
"1552",0,"23",240,45,9.75833333333333,-0.328135061,-3.815863,3.84111409979579,96055.6,-256,91.40004,87.59974,0,12.3185139413871
"4365",0,"34",306,65,12.6730555555556,-0.6114585,2.20508,2.3163028222733,96964.6923076923,-124,67.3077538461538,0.153846153846154,0,28.086458094538
"650",0,"14",166,85,7.76583333333333,-0.41840375,0.6739113125,1.81855846316858,95259.75,-149,66.250175,0,0,57.1258447093422
"1708",0,"23",164,45,7.755,0.382870625,3.106345,3.40953278906839,95937.25,40,68.5000875,17,0.99,29.7523633847582
"7202",0,"45",217,85,8.80861111111111,-0.376742128571429,1.17205328571429,1.30076650531933,96958.7142857143,74,95.0000857142857,24.2857142857143,0,36.9000677936693
"7179",0,"45",194,85,8.06277777777778,1.623635,0.5090122125,1.83445360005671,96429.5,25,77.500175,6.75,0,0
"6901",0,"45",88,45,10.5305555555556,-2.145531,3.50705,4.1205232513901,97253.9,-81,48.10013,30.6,0,37.3383562951704
"1481",0,"22",266,65,10.9430555555556,-1.29653827272727,1.062463,1.91181492605584,96368.5272727273,-204.199999999997,81.3641818181818,20,2.16,28.602643372688
"1774",0,"23",232,45,9.38638888888889,2.782268,-4.301926,5.22367239518084,95698.5,-157,86.50016,52.60045,0,45.0321380634606
"2073",0,"24",255,85,10.4561111111111,-0.5473566,1.183185,1.33526431446659,96654.9,166,81.20007,16,0,0
"4636",0,"41",275,65,11.3683333333333,-2.80089545454545,-0.4370635,2.85027110418517,97518.9090909091,-63,74.0001363636364,20.7272727272727,0,45.246122832474
"9211",0,"54",295,45,12.2266666666667,-0.459855191666667,1.90569058333333,1.98742066989501,97961.0166666667,114.300000000003,73.7691833333333,0,0,37.700932531277
"6240",130,"43",177,45,7.74083333333333,0.749001075,-0.8907135,1.42048285516924,97325.375,-231,77.8751375,82.750375,0,10.4762296911227
"2926",0,"31",258,65,10.5644444444444,-1.1972948,1.3229,1.7971704470552,97330.46,274.299999999988,92.60132,74.20025,0,20.9615676326887
"4290",0,"34",231,65,9.3725,0.7661511,0.3328911,0.907807642141436,97093,-167,92.80019,6.2,0,5.11118174300472
"2151",0,"24",88,85,10.5216666666667,-2.270531,3.03205,3.81279877443446,96575.7,-81,47.30013,24.8,0,30.8891241981381
"5529",0,"42",259,65,10.6172222222222,-2.05536133,-0.5926864,4.13385303875441,96827.9,-330,92.86612,82.80021,45.36,17.1419177963194
"3525",0,"32",286,45,11.8613888888889,2.401035,-1.54966991666667,2.86958042309598,97021.75,-450,51.750075,0,0,0
"7642",0,"51",147,65,8.02583333333333,-1.99367975,3.8834766375,5.08368911641757,97060.875,197,82.750075,82.7506,1.44,11.9597789150608
"5238",0,"41",261,105,10.7047222222222,0.1737862,1.909457,1.96977922568323,96783.99,214.400000000009,79.86189,0.1,0,97.1330970733213
"7801",0,"51",306,65,12.6911111111111,-0.795322915384615,-1.96820330769231,2.25110155756739,97935.1153846154,-234.399999999994,49.8756461538462,60.6157846153846,0,0.0746165199918324
"374",0,"12",292,85,12.1088888888889,0.398892116666667,-0.0275530083333333,0.916391864784866,96521.5083333333,-178.599999999991,82.45995,4.5,0,75.9491768839125
"3257",0,"31",230,105,9.26694444444444,-1.6710433,1.526715,2.42449018276944,96746.4,202,88.4999,10.8,0,89.1247132464719
"3139",0,"31",109,105,9.51,2.1412746,-2.14627,3.16559597386391,97451.6,-57,91.20004,88.20039,0,4.84735770367705
"8841",0,"54",162,45,7.80166666666667,1.21545775,-4.30678125,4.48007065794671,97043.875,-149,92.250125,100,0,0
"6261",43,"43",200,45,8.16361111111111,-2.61420571428571,2.30105857142857,3.51044806896895,97767.1428571429,156,85.5715857142857,43.7138,0,55.8083597035343
"813",0,"21",101,45,9.87277777777778,-1.10223411111111,5.61333111111111,5.72429613831651,95984.1111111111,314,61.0000777777778,10.4444888888889,0,17.5984887754017
"3192",0,"31",162,105,7.71833333333333,0.537648,3.604935,3.67013212317502,96308,-236,59.8752125,27.5,0,10.1971927320909
"6361",0,"44",83,105,10.7438888888889,1.4412714,0.38631322,1.70866436061477,97258,-105,96.00012,99.20026,0,0.217940833048841
"304",0,"12",222,85,8.94666666666667,-1.93270333333333,2.90561888888889,3.52846248178224,96141.2222222222,-45,87.6667222222222,0,0,14.9577125006057
"3410",15,"32",167,45,7.70666666666667,-0.6647005,2.16776,2.46396401552562,96914.625,263,84.2501375,70.749875,0,0
"373",0,"12",291,85,12.0661111111111,3.2149295,-0.690510933333333,3.65065510599894,95229.0583333333,-1340.10000000001,80.379175,13.75,0,77.660818914452
"8150",0,"51",217,85,8.71638888888889,0.2689187,-1.528671,1.56418405915611,97813.5,-200,80.7500875,38.7500125,0,0
"7805",0,"51",310,65,12.8430555555556,-0.922981923076923,2.06690769230769,2.28270276549441,98690.7307692308,-25.7000000000116,69.8258538461538,0.769230769230769,0,12.8975307141991
"6774",0,"44",289,105,11.9727777777778,-0.169024191666667,0.896049666666667,1.27694436345123,96915.125,64.1999999999971,96.6426083333333,52.5833583333333,0,47.3588874905961
"566",0,"14",82,85,10.8016666666667,-5.473055,-2.73069,6.22575527106555,94354.8,393,49.70008,59.80001,0.45,40.1955027788213
"8343",0,"52",220,65,8.86333333333333,-0.2640154625,0.90899075,1.55948766361076,97038.75,-50,92.000175,59.7506375,1.8,5.10619409142504
"2445",0,"25",246,65,10.0558333333333,-0.2410819,3.559307,3.8642380059169,96513.6,-342,70.00002,63.20034,0,11.1343179596796
"2844",0,"31",173,65,7.65916666666667,-1.587065125,2.47274625,3.00409655028904,95774.125,321,71.8751125,44.5,0,53.7622136810368
"656",0,"14",172,85,7.74472222222222,-1.24567875,-1.5482915,2.08632294909274,96546.875,145,82.2500625,43.7499875,5.31,55.8970454879027
"9151",0,"54",235,45,9.53416666666667,-1.54695,3.960694,4.25709985326646,97673.5,145,74.50017,9.4,0,50.8411978023526
"1062",0,"21",256,45,10.4708333333333,0.27436191,-4.214876,4.31030814252109,96579.35,-330,85.59319,86.60082,35.28,7.04693319113007
"7523",0,"51",252,65,10.2961111111111,-0.02787814,-0.0789403100000001,1.82712957897084,97726.6,69,91.30003,65.20026,5.76,1.43115374733812
"8922",0,"54",257,45,10.5483333333333,-2.180106,5.40742,5.85478190611864,97309.5,-47,70.09999,9.4,0,0
"3593",0,"32",114,45,9.3,-2.418885,5.733546,6.31238716203382,96174.5,221,60.80013,73.00005,3.465,19.9299682537295
"249",0,"12",167,85,7.7175,-1.6983835,0.409137875,1.91034750546891,95953.25,-223,68.62495,20.750175,0,45.3918168880599
"606",0,"14",122,85,8.9825,1.23448969111111,-1.85871511111111,2.37432517450592,96577.3333333333,59,85.5556666666667,81.1113777777778,0,1.12304961566074
"4632",0,"41",271,65,11.1838888888889,-1.23679939090909,-5.98362363636364,6.34109249134138,96944.1818181818,-456,87.0001,80.9090609090909,26.28,18.648106519162
"6035",33,"43",166,45,7.745,0.220251625,-1.19846975,1.26202140968829,97806.75,-151,86.875175,0.75,0,0
"3653",16,"32",174,45,7.69583333333333,1.5466475,-2.00109,2.55126980249858,96875.875,-314,70.62505,13.75,0,67.8124028021582
"5815",0,"42",101,105,9.89583333333333,0.77036819,-3.1999881,3.50967194583798,97144.2,-887,55.10004,15.40012,0,5.44958934539093
"1196",0,"22",187,65,7.82805555555556,-0.2636457875,-2.72390375,2.77860671695452,97016.375,-213,81.875075,8.25,0,42.4362459583031
"948",0,"21",132,45,8.52194444444445,2.77493875,-1.79255025,3.48939491737604,96865.25,-175,72.7500875,63.500375,0,5.94787211491779
"9735",0,"55",272,85,11.2238888888889,0.544016809090909,-1.87083909090909,1.97313398111995,99148.8363636364,-508.599999999991,87.3514363636364,15.0909090909091,0,0.185856358223552
"5753",0,"42",282,105,11.6847222222222,-0.504752583333333,1.55439575,1.70245956386744,97784.6666666667,154,78.9167,37.0002583333333,0,0.94045579740274
"7104",0,"45",119,85,9.12222222222222,1.16667133333333,-0.783370366666667,1.53262874538598,97080.4444444444,-107,57.6668444444444,0,0,76.4008644404715
"2996",0,"31",127,105,8.70833333333333,3.17197625,-3.82114125,4.98677040507501,96702,-222,85.0001,92.9985,0,2.2561000347137
"8472",0,"52",138,65,8.32333333333333,0.2338835875,-0.769479,1.30960786389522,98180.75,-12,73.25025,0.5,0,76.9508906561948
"5936",0,"42",262,105,10.7569444444444,-0.977735909090909,2.34586272727273,2.57220112319925,96741.9,-100,82.6615545454545,0,0,83.7363716047373
"8975",0,"54",310,45,12.8230555555556,1.36184461538462,-0.342244923076923,1.46394366792634,98725.5384615385,-620,73.8460846153846,26.0003153846154,0,4.99444230062758
"5547",0,"42",277,65,11.4477777777778,-4.56087909090909,5.95033727272727,7.52086926435895,96205.6636363636,200,70.3061272727273,9.72727272727273,0,0.795873584881503
"7947",0,"51",238,85,9.64444444444444,-1.4537618,1.61761,2.20638934054986,98081.2,238,87.29999,54.20015,0,41.3472888564697
"7453",0,"45",245,85,9.99944444444444,-1.2124247,0.25171238,1.2776349125218,97783.45,-195.800000000003,85.37138,0,0,0
"7307",0,"45",74,85,11.1741666666667,0.354086916666667,0.04441225,3.86766136253803,95822.25,-195,77.7502,43.8335083333333,19.89,10.8866281455977
"2563",0,"25",129,65,8.72611111111111,-2.015794125,1.73194875,3.37415938458584,95818.125,282,88.2502625,97.74995,36.27,0.00000583605232166901
"5644",0,"42",171,105,7.68944444444444,-0.288046625,-0.911959875,1.22571939421193,96790.625,-194,80.50015,28.250325,0,4.94982376945823
"6833",0,"45",268,45,11.0555555555556,-1.03159081818182,-0.562134363636364,1.61292996696513,97730.6363636364,-37,82.3637454545455,0.363636363636364,0,86.077796458095
"3173",0,"31",143,105,8.13694444444444,-2.082454375,6.16379875,6.54240791493796,96059.5,95,72.8751,28.5002,0,70.1727090170819
"2629",0,"25",200,65,8.21305555555556,-1.79277757142857,1.31891628571429,2.34376382141235,97344.7142857143,155,88.7144428571429,52.8566571428571,0,46.7233212154089
"4836",0,"41",257,65,10.5163888888889,-0.7384157,-2.45685,2.58060036193115,97735.36,-100,84.9958,85.1011,0,13.2216055627828
"1954",0,"24",127,85,8.76777777777778,2.20322575,-4.99301625,5.50487993537203,96495.375,-289,80.1251,86.9985,0,5.13310468730672
"4895",0,"41",113,105,9.3125,-2.673768,4.415951,5.22499353677672,96416.5,350,44.70014,89.00033,0.36,1.88145701324682
"2539",0,"25",105,65,9.74888888888889,-1.929415,3.668129,4.15775279348177,96621.4,-14,57.30006,8.6,0,38.6604849983572
"957",0,"21",141,45,8.20194444444444,-1.388558375,0.999595875,1.76220609051381,96808,-87,77.87515,77.7501125,0,22.1258528697747
"8023",0,"51",90,85,10.4088888888889,1.53174,-4.252779,4.53814328745117,96293.8,80,92.60008,88.4001,2.16,0
"7740",0,"51",245,65,9.95666666666667,-1.1186745,0.514212317,1.31528060169005,98603.45,-195.800000000003,83.47138,0.4,0,0
"846",0,"21",141,45,8.19361111111111,1.70720325,0.202344125,1.82992593346156,97005.5,-72,62.75015,11,0,6.87834980291266
"4207",0,"34",146,65,8.12416666666667,1.628202125,0.57816,1.78054633379845,97119.875,-299,85.12505,0,0,40.017305133605
"6960",0,"45",147,45,8.13194444444444,-2.993680125,4.69597625,6.19526588328275,96296.375,770,91.750075,88.5005875,3.78,5.92619072022254
"6166",0,"43",80,45,10.8922222222222,-0.27410452,1.953244,1.99382055323319,97928.5,571,61.40013,0.2,0,95.5987018939487
"2017",0,"24",199,85,8.15916666666667,-0.1553573125,-1.9965125,2.06349054697138,96387.375,36,85.0001375,58.50015,0,1.1997150639448
"6802",0,"45",237,45,9.65222222222222,-0.6636287,-0.0362769,0.974722400951211,97630.7,-96,82.90017,6.8,0,52.9469299929614
"6191",0,"43",105,45,9.72472222222222,-2.679415,3.830629,4.68298742803496,97058.3,-10,52.10006,0,0,42.1841188724449
"7275",0,"45",290,85,12.0211111111111,-1.66890666666667,2.46527583333333,2.99811765986524,98305.9166666667,-11,52.5833916666667,36.8333333333333,0,5.07223970392377
"2176",0,"24",113,85,9.37166666666667,-0.7505001,1.1832083,1.79064943178596,96738.1,30,77.70007,0,0,98.822857077316
"8795",0,"54",112,45,9.40527777777778,0.5026404,0.6589052,0.982050521187703,97846.8,-41,59.30002,0.6,0,8.96275138164773
"7760",0,"51",265,65,10.8936111111111,-0.793870754545455,2.93387837272727,3.55176855360249,97583.4909090909,95.6999999999971,76.3181818181818,38.7272727272727,5.04,23.6508483803373
"9645",0,"55",115,85,9.3075,0.63291506,3.773332,4.09156415851329,96662.2,0,90.20025,56,7.74,40.0936429184397
"2945",0,"31",277,65,11.4483333333333,-4.00384833333333,5.320535,6.6906622535194,95931.825,100,72.4637166666667,23.5833333333333,0.36,0.729550786141378
"4429",0,"34",145,65,8.15944444444444,-1.4066725375,3.01399375,3.79918305237988,96722.75,147,76.2501,97.7501875,3.42,0.0000332758544655503
"7573",0,"51",78,65,10.9794444444444,3.16629909090909,-1.24955290909091,3.5587535193573,98608.0909090909,3,65.9091818181818,50.3637818181818,0.09,38.0435536665416
"6573",0,"44",311,105,12.8577777777778,-0.102879953846154,1.87835846153846,1.90759421711746,98548,134,62.9231230769231,0,0,2.2669963835778
"5318",0,"42",251,65,10.2561111111111,0.22871095,-1.01120423,1.16401547519327,97165.6,-5,93.00009,7.2,0,3.73665237094349
"2743",0,"31",242,65,9.82666666666667,-0.6472524,1.976212,2.08750851744997,96586.3,74,95.70003,27,0,70.9028949029822
"9512",0,"55",177,85,7.80527777777778,0.393916375,-0.87094575,1.00370988568547,98095.625,-9,91.500125,0,0,47.1912891441331
"8847",0,"54",168,45,7.75444444444444,-0.583001625,-1.0131812125,1.40351130003292,97684.5,-136,78.12515,85.7504625,0,0
"5223",0,"41",246,105,9.99944444444444,-1.521569,2.565965,3.00354429575645,97268.88,200,81.12315,78.79995,0,0
"4380",0,"34",78,65,10.9880555555556,3.01857181818182,-1.84046236363636,3.63700104892727,98056.2727272727,-69,67.1819090909091,20.3637818181818,0,57.7707258122566
"6587",0,"44",77,105,11.0341666666667,0.479717872727273,-3.09285545454545,3.220620581542,97781.8181818182,-680,54.2727545454545,89.2729545454545,0,7.90621259993234
"7900",0,"51",191,85,7.88416666666667,-1.884995375,2.4261175,3.11873945882885,97845.875,124,84.8751125,67.2503375,6.48,0
"2905",0,"31",237,65,9.58388888888889,0.7237081,-0.9053462,1.35424003193382,97215.47,-110,86.20684,0.7,0,28.9584574669941
"7978",0,"51",269,85,11.0916666666667,-0.485821545454545,1.54165763636364,1.63154977396226,98031.9090909091,210,86.3637272727273,0.181818181818182,0,98.7445940153624
"575",0,"14",91,85,10.3816666666667,6.544552,-4.118224,7.76475913802096,95498.7,-371,80.69999,58.79977,0.99,8.83462197731875
"3661",27,"32",193,45,7.94944444444444,-0.1617255,0.339119375,2.24608031602652,96324.375,-378,85.875325,27.75,1.8,13.8721757426611
"5525",0,"42",255,65,10.4308333333333,-1.799059,4.29369,4.66323738846078,96778,314.400000000009,76.58392,0,0,45.6618364764712
"1599",0,"23",287,45,11.9025,0.764759916666667,1.45862196666667,2.54275236483663,96236,-162,58.0000916666667,0,0,0.316108900462845
"3692",17,"32",247,45,10.0594444444444,-2.543868,3.311255,4.20958984890249,96920.29,100,80.64797,58.399995,0.72,0.623480996794871
"4202",0,"34",141,65,8.27138888888889,1.4884535,0.5617194,1.61238818231578,97895.75,-59,65.62515,26.5,0,6.87834980291266
"3739",0,"32",294,45,12.1955555555556,0.322406916666667,-0.44621375,0.761709243679054,97996.4416666667,308.599999999991,88.3065083333333,22.5833333333333,0,37.4279511852343
"4023",0,"33",147,85,8.07777777777778,-2.4936805875,4.64910125,5.6634560458935,96175.625,510,86.875075,83.250425,0.81,10.6226053192766
